"id","source_id","external_id","url","title","content","posted_at","scraped_at","deadline_at","hash"
14,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508530&code=sub07_0702&site_dvs_cd=kr&menu_dvs_cd=0702&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,"2025학년도 제2학기 예비수강신청 결과(우선확정 포함) 안내","1. 예비수강신청 결과[붙임1 참고] (단위: 강좌 수) 개설강좌 예비수강신청강좌 우선확정 결과 비고 우선확정 대상 강좌 (A) 우선확정 강좌 (B) 비율 (B/A) 4,984 4,386 617 444 71.9% * 예비수강신청 결과, ‘우선확정’ 정원 내 수강신청된 강좌 2. ‘우선확정’: 수강신청 확정 완료(학생들은 해당 과목을 별도로 수강신청 확정할 필요 없음) ※ 결과확인(학생): 수강신청시스템( https://sugang.cnu.ac.kr/)-로그인-‘수강신청내역조회’ 또는 충남대포털-통합정보시스템-수강정보-‘수강신청내역/시간표’ 3. 안내사항 - 우선확정 강좌 이외 교과목은 실제 수강신청이 되거나 우선순위가 보장된 것이 아니므로 반드시 본 수강신청 기간에 선착순으로 별도 확정해야 수강신청 확정 - 우선확정 강좌를 취소하고자 하는 경우 본 수강신청 기간 동안 취소 가능",,"2025-08-11 19:37:16",,"99de37179a455d78314f384f4752e61c0a224cdf4f6b03faddd459494708baeb"
15,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508500&code=sub07_0702&site_dvs_cd=kr&menu_dvs_cd=0702&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,"2025년 서울장학재단 서울희망대학진로 장학생 선발 안내","1. 신청기간: 2025. 8. 5.(화) 10:00 ~ 8. 12.(화) 16:00 까지 2. 지원자격(1~4번 모두 해당인 자) 1) 대한민국 국적자로서 학적이 아래 중 하나에 해당하는 자 ① 2025년 2학기 서울소재 대학교 1학년 2학기 정규학기 재학생 ② 서울 시민* 중 2025년 2학기 비서울소재 대학교 1학년 2학기 정규학기 재학생 * 서울 시민 자격 인정 범위 : 미혼 – 본인 또는 부모 / 기혼 – 본인 또는 배우자 2) 소득기준이 아래 중 하나에 해당하는 자 ① 기초생활수급자 또는 법정차상위계층 ② 2025-1학기 또는 2025-2학기 한국장학재단 학자금지원구간 통지서 4구간 이하 3) 성적기준 전체학기 평점 평균의 백분위(백분율) 성적 90점 이상 충족한 자 4) 진로 역량 개발을 위하여 학업 또는 진로 목표를 진취적으로 설계하고 도전하며 꿈을 실현하고자 하는 의지를 가진 학생 3. 장학금액: 1인당 200만원(1회 지급) 4. 기타 세부사항은 붙임 공고문 참고 5. 문의처: 070-8645-0725 또는 kwak@hissf.or.kr (서울장학재단)",,"2025-08-11 19:37:20",,"285fa759615397980f65fe10f65ab4e64d08cfab68a014a6259ae16fd61e949f"
16,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508493&code=sub07_0702&site_dvs_cd=kr&menu_dvs_cd=0702&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,[보훈청 주관 사업 홍보]2025학년도 2학기 보훈장학(대학원생) 및 보훈가족장학(학부) 신청 안내,"1. 신청대상 및 자격 1) 보훈장학(대학원생) - 신청대상: 국가보훈관계 법령에 따라 교육지원대상자 중 본인 및 전몰․순직․사망배우자, 전상․공상․전몰․순직․재해부상․재해사망군경의 자녀(부모가 모두 사망하고 35세 미만인 경우에만 해당) - 신청자격: 대학원 석·박사 과정 재학 중인 자로 직전학기 성적이 80점 이상인 자 - 제외대상: 정규 첫 학기, 학칙으로 정한 해당과정 수업연한 초과자(단, 이미 지원받은 경우 이전학교(학위과정)에서 면제받은 수업연한을 제외하고 남은 수업연한 내), 연구과정 및 해외유학 과정 2) 보훈가족장학(학부생) - 신청대상: 6·25전몰군경 손자녀로서 대학 등에 재학 중인 자 - 신청자격: 대학교 재학자로 직전학기 성적이 70점 이상인 자(신입생은 성적기준 제외) - 제외대상: 국가유공자의 전공사상 시기가 6·25전쟁이 아닌 경우, 학칙에서 정한 수업연한 초과자, 당해 학기에 본인이 납부한 수업료가 없는 경우(타 장학금 수령 포함) 3) 신청기간: 2025. 9. 2.(화) ~ 9. 30.(화) 4) 신청방법: 본인 직접 신청 5) 신청서 접수 및 문의처: 대전지방보훈청 보훈과(☎ 042-280-1135)",,"2025-08-11 19:37:24",,"6239904dee20cc9ebe685054a13fb9536207c58d91c2d4633be1ed7de1c8c9d9"
17,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508412&code=sub07_0702&site_dvs_cd=kr&menu_dvs_cd=0702&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,[육성] 2025학년도 2차 CNU 학습동아리 모집 안내,"1. 모집대상: 재학생(4명 이상)으로 구성된 학습동아리 25팀 내외 2. 접수기간: 2025. 7. 28.(월) ~ 8. 5.(화) 3. 활동기간: 2025. 8. 14.(목) ~ 10. 27.(월) 4. 접수방법: 학사지원시스템( http://with.cnu.ac.kr) → 개인비교과 → ‘2차 CNU 학습동아리’ 신청(제출 서류 첨부) 5. 지원내용: 인증서 발급, 활동장학금 30만원 및 우수팀 시상금 지급 등 ※ 자세한 사항은 첨부파일을 참고하시기 바랍니다.",,"2025-08-11 19:38:18",,"5134238bcaf4f943f3d13516038b19026d0bbeeebd0a989a793525b0dff8c64b"
18,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508410&code=sub07_0702&site_dvs_cd=kr&menu_dvs_cd=0702&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,"2025학년도 겨울계절학기 단기 파견 방문학생 모집","1. 파견대학: 국외 자매대학 6개교 2. 모집인원: 28명 정도 (자비연수는 인원제한 없음) 3. 파견시기: 2025학년도 겨울방학 (3주~7주) 4. 모집기간: 2025. 8. 1.(금) 9:00 ~ 8. 8.(금) 17:00 (시간엄수) 5. 지원방법: 온라인 접수 ( https://forms.gle/fDC2XLJkMM47dABz5) 6. 합격발표: 2025. 8. 14.(목) 국제교류본부 홈페이지 게시 및 합격자 개별연락",,"2025-08-11 19:38:22",,"1067957a196d74bcf5801ac9313c9ee915c9ea2806f5eb9d6b78ca43e1540397"
37,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508676&code=sub07_0704&site_dvs_cd=kr&menu_dvs_cd=0704&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,"2025학년도 2학기 자기주도형 차차 프로그램 모집 안내","1. 모집대상: 학부 재학생(직전학기 성적 3.0 미만인 재학생 우선 선정) 2. 신청기간: 2025. 8. 11.(월) ~ 8. 25.(월) 3. 활동기간: 2025. 9. 5.(금) ~ 2026. 1. 9.(금) 4. 신청방법: 학사지원시스템( https://with.cnu.ac.kr)→로그인(CNU포털과 동일한 아이디/비밀번호)→비교과→개인 비교과 신청→2025학년도 2학기 자기주도형 차차 프로그램 신청(제출 서류 첨부) 5. 지원내용: 꿈모아 마일리지 16시간 인정, 수료증 발급, 활동 우수자(팀) 시상금 수여",,"2025-08-12 10:36:53",,"95d841699aceb2fb06752d55a3677856a8a4f8d00a2503c0e3174cc3d6131c3c"
38,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508668&code=sub07_0704&site_dvs_cd=kr&menu_dvs_cd=0704&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,[졸업생 특화] 신입사원 마스터 패키지 안내,"1. 프로그램 개요 가. 프로그램명: [졸업생 특화] 신입사원 마스터 패키지 나. 기    간: 2025. 8. 26.(화)~8. 28.(목), 13:00~18:00 다. 장    소: 온·오프라인 병행(인재개발원 시너지실, 창의실) 라. 대    상: 졸업(예정)자, 지역청년 등 120명 ※ 2025년 충남대학교 졸업생 특화 프로그램 참여자 우선 선발 마. 주요내용: AI실무교육 및 비즈니스매너, 면접 트레이닝 등 일시 내용 장소 2025. 8. 26.( 화 ) 13:00~18:00(5h) ⸰ 비즈니스 매너 - 이미지메이킹 - 슬기로운 직장생활을 위한 복장 , 표정 , 자세 , 인사 ⸰ 면접 트레이닝 - 경험 기반 질문 대응법 , 모의면접 롤플레잉 - 상황면접과 압박면접 대응 전략 - AI 를 활용한 면접 예상질문 및 답변 도출 대면 ( 시너지실 , 개발실 ) 2025. 8. 27.( 수 ) 13:00~18:00(5h) ⸰ AI 실무교육 1 - AI 가 바꾸는 직업과 산업 ( 각 산업별 사례 소개 ) - AI 를 활용한 시장조사와 경쟁사 분석 비대면 (ZOOM) 2025. 8. 28.( 목 ) 13:00~18:00(5h) ⸰ AI 실무교육 2 - AI 툴을 활용한 사업계획서 및 보고서 작성법 - AI 활용한 핵심역량기반 입사지원서 작성법 비대면 (ZOOM) 바. 기타사항: 교육수료 시 이노폴리스벤처협회에서 교육수료자에게 교육수당(30만원) 지급 2. 신청방법 및 기간 가. 방법: CNU With U+(학사지원시스템) 신청  ※ 비교과 > 개인비교과 > ‘졸업생’검색 > 신청 나. 기간: 2025. 8. 20.(수) 23:59까지 다. 문의: 인재개발원 이선아 컨설턴트(042-821-6943)",,"2025-08-12 10:36:56",,c5fd2542e0b0088a3729c186039905b4ad6b12be762986cfe27d80201939993a
39,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508639&code=sub07_0704&site_dvs_cd=kr&menu_dvs_cd=0704&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,[거점특화 CNU-WITH] 첨단산업 언택트 현직자 직무부트캠프 안내,"1. 교육개요 가. 기간: 2025. 8. 30.(토)~10. 2.(목), 각 캠프 별 5주 과정 ※ 캠프별 일정 상이 나. 대상: 충남대 재학생, 졸업생, 지역청년 등 40명 다. 방법: 비대면 특강 및 멘토링 프로그램명 세부 내용 현직자와 함께하는 직무캠프 5 개 직무그룹 별 5 주 과정으로 직무캠프 운영 ( 온라인 세션 3 회 , 실무과제 4 회 ) 수행한 실무과제에 대한 현직자의 1:1 피드백 라. 기타: 수료증 제공(교육시간 80%이상 이수 시), 본교 재학생 2025꿈모아 마일리지 적립 2. 신청기간 및 방법 가. 신청기간: 공고일 ~ 2025. 8. 24.(일) 나. 신청방법: 온라인 신청( https://haesol21.notion.site/9-10-1c79e125029d80ab97f1ce8fc6cdfc89) 다. 문    의: 042-821-6944 / 인재개발원 최해솔",,"2025-08-12 10:36:59",,"187ae4aa8a57abd11b0b33b239e6b18bd52bac66a633274b58bcef321bdc2f51"
40,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508627&code=sub07_0704&site_dvs_cd=kr&menu_dvs_cd=0704&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,"2025학년도 제5차 CNU 교수법 워크숍 실시 안내","1. 주제: 생성형 AI를 이용한 수업과 연구 2. 일시: 2025. 8. 22.(금) 14:00~16:00 ※ Zoom을 활용한 실시간 온라인 워크숍으로 실시 (실시간 참여 후 참여후기를 작성하여 제출할 시 교수법 워크숍 참여 실적으로 인정) 3. 대상: 충남대학교 교수자 4. 강사: 권정민 교수(서울교육대학교) 5. 신청 기한: 2025. 8. 20.(수) 23:00 까지 6. 신청 방법: https://forms.gle/5U2nxRuFr4Kb1Exx9 에서 신청 7. 참여특전 1) 전임교원: 교원 업적평가 및 교육·연구·학생지도비 지급 기준 중‘교육영역-교육혁신본부 교수지원 프로그램 이수 및 적용’에 교수법 워크숍 2시간 참여 실적 인정 2) 강사: 강사 재임용 심사기준 중 ‘가점사항-강의개선 노력’에 교수법 워크숍 2시간 참여 실적 인정",,"2025-08-12 10:37:03",,"240c360593d7c26a873db1eb1e576c0b6341f92ff809f68ca7d91c135d3338aa"
41,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508620&code=sub07_0704&site_dvs_cd=kr&menu_dvs_cd=0704&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,「2025 노동정책포럼 -노동시간 제도의 쟁점과 과제-」안내,"1. 프로그램: ‘노동시간제도의 쟁점과 노동사건 사례’ 및 ‘주4.5일제와 일ㆍ가정양립제도의 시행과 과제’에 대한 전문가 발제와 연구자, 시민활동가, 노동조합, 학생의 토론 2. 일    정: 2025. 08. 21.(목) 15:00~17:30 3. 장    소: 충남대 법학전문대학원 계단강의실3(214호) 4. 신청방법: 온라인 신청폼 작성( https://moaform.com/q/yr2wqX ) 5. 주최ㆍ주관: 충남대학교 법률센터, 대전광역시노동권익센터",,"2025-08-12 10:37:13",,"356d860f42fa830afb86b71892e54ddd1b6c7db2f8122902fd8c9e9ee322ef6a"
42,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508593&code=sub07_0704&site_dvs_cd=kr&menu_dvs_cd=0704&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=1,"2025학년도 제1차, 제2차 CNU 강사를 위한 교수법 워크숍 실시 안내","1. 주제 및 일시 1) 제1차: 소통을 위한 프레젠테이션 기술 ① 전달력 향상 기법 - 2025. 8. 14.(목) 10:00~12:00 2) 제2차: 소통을 위한 프레젠테이션 기술 ② 표현력 향상 기법 - 2025. 8. 21.(목) 10:00~12:00 ※ Zoom을 활용한 실시간 온라인 워크숍으로 실시 (실시간 참여 후 참여후기를 작성하여 제출할 시 교수법 워크숍 참여 실적으로 인정) 2. 대상: 충남대학교 강사(전임교원도 참여를 희망할 경우 참여 가능) 3. 강사: 김호정 대표(스피치코리아) 4. 신청 기한: 2025. 8. 12.(화) 까지 5. 신청 방법: https://forms.gle/GfwFHSZQiohjAY3q9 에서 신청 6. 참여특전 1) 강사: 강사 재임용 심사기준 중 ‘가점사항-강의개선 노력’에 교수법 워크숍 각 2시간 참여 실적 인정 2) 전임교원: 교원 업적평가 및 교육·연구·학생지도비 지급 기준 중‘교육영역-교육혁신본부 교수지원 프로그램 이수 및 적용’에 교수법 워크숍 각 2시간 참여 실적 인정",,"2025-08-12 10:37:34",,b1cbe67b4bf2abf242f26c8e683f980bfb033966ad9adb961492f31e9ae6b96e
43,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508460&code=sub07_0704&site_dvs_cd=kr&menu_dvs_cd=0704&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,[거점특화 CNU-WITH] 첨단바이오분야 제조 및 품질분석 전문가교육 안내,"1. 교육개요 가. 기간: 2025. 8. 25.(월)~8. 29.(금) 9:00~17:00(총 35시간) 나. 대상: 본교 재학생, 졸업생, 지역청년 등 22명 다. 방법: 대면 및 비대면(ZOOM) 혼합 일시 내용 방법 인원 2025. 8. 25( 월 )~8. 26( 화 ) 9:00~17:00 바이오 품질시험법 이론 비대면 (ZOOM) 22 명 2025. 8. 27.( 수 )~8. 29( 금 ) 9:00~17:00 - 바이오 품질시험 실습 · QPCR/ELISA · 단백질정제 (AKTA) 기초 실습 대면 ( 세종 테크노파크 ) 라. 기타: 수료증 제공(교육시간 80%이상 이수 시), 본교 재학생 2025꿈모아 마일리지 적립 2. 신청기간 및 방법 가. 신청기간: 공고일 ~ 2025. 8. 10.(일) [조기마감 될 수 있음] 나. 신청방법: 온라인 신청(링크) 다. 문    의: 042-821-6944 / 인재개발원 최해솔",,"2025-08-12 10:38:11",,"9ee846e0d2524480569f06c1ed7f176b7c583337bbff503ce9d6b2e598f69d1f"
44,1,,https://plus.cnu.ac.kr/_prog/_board/?mode=V&no=2508439&code=sub07_0704&site_dvs_cd=kr&menu_dvs_cd=0704&skey=&sval=&site_dvs=&ntt_tag=&GotoPage=2,"[거점특화 CNU-WITH] GMP 및 QC,QA 실무인재교육 안내","1. 교육개요 가. 기간: 2025. 8. 18.(월)~8. 22.(금) 9:00~17:00(총 35시간) 나. 대상: 본교 재학생, 졸업생, 지역청년 등 22명 다. 방법: 대면 및 비대면(ZOOM) 혼합 일시 내용 방법 인원 8. 18.( 월 )~8. 19.( 화 ) 9:00~17:00 - GMP 이해 및 적격성평가 요령 등 - 밸리데이션 및 HPLC 장비 이해 비대면 (ZOOM) 22 명 8. 20.( 수 )~8. 22( 금 ) 9:00~17:00 - HPLC 장비 및 GC 장비 실습 대면 ( 대전 ) 라. 기타: 수료증 제공(교육시간 80%이상 이수 시), 본교 재학생 2025꿈모아 마일리지 적립 2. 신청기간 및 방법 가. 신청기간: 공고일 ~ 2025. 8. 10.(일) [조기마감 될 수 있음] 나. 신청방법: 온라인 신청(링크) 다. 문    의: 042-821-6944 / 인재개발원 최해솔",,"2025-08-12 10:38:14",,c60a6f35aa800ccdfff598529b5f4199e284eea7455510f56392265100da5434
